,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_priors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,0.002037604649861654,0.0007822839321028134,0.0,0.0,None,{'priors': 'None'},,,,,,2,,,,,
1,0.00241700808207194,0.0004255918039628811,0.0017739137013753254,0.0001730474757187897,[0.2 0.2 0.2 0.2 0.2],"{'priors': array([0.2, 0.2, 0.2, 0.2, 0.2])}",0.4161490683229814,0.4472049689440994,0.45,0.4377846790890269,0.015341181822483166,1,0.470404984423676,0.5545171339563862,0.45652173913043476,0.4938146191701657,0.04329574729690798
