,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
218,0.0016663869222005208,0.0004727764610490205,0.0,0.0,10000.0,auto,l1,saga,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'l1', 'solver': 'saga'}",,,,,,146,,,,,
219,3.09149424235026e-05,4.3720330855300745e-05,0.0,0.0,10000.0,auto,l1,lbfgs,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,162,,,,,
220,0.001663525899251302,0.0004766529177663874,0.0,0.0,10000.0,auto,l2,newton-cg,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'l2', 'solver': 'newton-cg'}",,,,,,145,,,,,
221,0.0016671816507975261,0.0004736755915159603,0.0,0.0,10000.0,auto,l2,sag,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'l2', 'solver': 'sag'}",,,,,,143,,,,,
222,0.0016768773396809895,0.0004769667740664112,0.0,0.0,10000.0,auto,l2,saga,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'l2', 'solver': 'saga'}",,,,,,128,,,,,
223,0.0017070770263671875,0.0005020824698596031,0.0,0.0,10000.0,auto,l2,lbfgs,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}",,,,,,129,,,,,
224,0.002002159754435221,3.8262695049319976e-06,0.0,0.0,10000.0,auto,none,newton-cg,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'none', 'solver': 'newton-cg'}",,,,,,130,,,,,
225,0.001989603042602539,1.5004593773287353e-05,0.0,0.0,10000.0,auto,none,sag,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'none', 'solver': 'sag'}",,,,,,131,,,,,
226,0.0029366016387939453,0.00073900006789048,0.0,0.0,10000.0,auto,none,saga,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'none', 'solver': 'saga'}",,,,,,132,,,,,
227,0.001994530359903971,0.0008103141086421888,0.0,0.0,10000.0,auto,none,lbfgs,"{'C': 10000.0, 'class_weight': 'auto', 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,133,,,,,
228,0.000333706537882487,0.0004719323117259841,0.0,0.0,10000.0,balanced,l1,newton-cg,"{'C': 10000.0, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,134,,,,,
229,0.0,0.0,0.0,0.0,10000.0,balanced,l1,sag,"{'C': 10000.0, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'sag'}",,,,,,135,,,,,
230,1.9536120096842449,0.10829244634101722,0.0016832351684570312,0.0004621652987704869,10000.0,balanced,l1,saga,"{'C': 10000.0, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'}",0.546583850931677,0.5652173913043478,0.51875,0.5435170807453417,0.019093776004930504,53,0.6074766355140186,0.5950155763239875,0.6273291925465838,0.6099404681281967,0.013306522253098927
