,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_priors,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,0.0019525686899820964,6.78915015979976e-05,0.0,0.0,None,svd,"{'priors': 'None', 'solver': 'svd'}",,,,,,4,,,,,
1,0.0013356208801269531,0.0004688512522207845,0.0,0.0,None,lsqr,"{'priors': 'None', 'solver': 'lsqr'}",,,,,,5,,,,,
2,0.0015056927998860676,0.00036952030591615805,0.0,0.0,None,eigen,"{'priors': 'None', 'solver': 'eigen'}",,,,,,6,,,,,
3,0.002345879872639974,0.0004647969774941552,0.0016651153564453125,0.00047104926910470295,[0.2 0.2 0.2 0.2 0.2],svd,"{'priors': array([0.2, 0.2, 0.2, 0.2, 0.2]), 'solver': 'svd'}",0.5838509316770186,0.5652173913043478,0.55,0.5663561076604554,0.013843022311024794,1,0.6230529595015576,0.6261682242990654,0.6024844720496895,0.6172352186167709,0.01050760397376885
4,0.006637891133626302,0.004496900225966328,0.0013287067413330078,0.00046750023034224986,[0.2 0.2 0.2 0.2 0.2],lsqr,"{'priors': array([0.2, 0.2, 0.2, 0.2, 0.2]), 'solver': 'lsqr'}",0.546583850931677,0.546583850931677,0.54375,0.5456392339544514,0.00133589014044046,2,0.616822429906542,0.6199376947040498,0.6055900621118012,0.6141167289074644,0.00616193982837904
5,0.005480845769246419,0.003258255484870941,0.0013590653737386067,0.0004652754029287865,[0.2 0.2 0.2 0.2 0.2],eigen,"{'priors': array([0.2, 0.2, 0.2, 0.2, 0.2]), 'solver': 'eigen'}",0.546583850931677,0.546583850931677,0.54375,0.5456392339544514,0.00133589014044046,2,0.616822429906542,0.6199376947040498,0.6055900621118012,0.6141167289074644,0.00616193982837904
