,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_priors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,0.003272453943888346,0.00048286429024719613,0.0024605592091878257,0.00045539098384471226,None,{'priors': 'None'},,,,,,2,,,,,
1,0.0032078425089518228,0.000427294357185986,0.002064307530721029,9.386717061996006e-05,[0.2 0.2 0.2 0.2 0.2],"{'priors': array([0.2, 0.2, 0.2, 0.2, 0.2])}",0.5590062111801242,0.5527950310559007,0.5875,0.5664337474120082,0.015110370350848204,1,0.7850467289719626,0.7850467289719626,0.7732919254658385,0.7811284611365878,0.005541267513797182
