,param_C,param_degree,param_gamma,param_kernel,mean_train_score,mean_test_score
965,0.0031622776601683794,1,scale,poly,0.5,0.5
966,0.0031622776601683794,1,scale,rbf,0.5,0.5
967,0.0031622776601683794,1,scale,sigmoid,0.5,0.5
968,0.0031622776601683794,1,1,linear,0.599585276342692,0.5808747412008282
969,0.0031622776601683794,1,1,poly,0.599585276342692,0.5808747412008282
970,0.0031622776601683794,1,1,rbf,0.5,0.5
971,0.0031622776601683794,1,1,sigmoid,0.5,0.5
972,0.0031622776601683794,1,2,linear,0.599585276342692,0.5808747412008282
973,0.0031622776601683794,1,2,poly,0.625503892468541,0.5995859213250517
974,0.0031622776601683794,1,2,rbf,0.5,0.5
975,0.0031622776601683794,1,2,sigmoid,0.5,0.5
976,0.0031622776601683794,1,3,linear,0.599585276342692,0.5808747412008282
977,0.0031622776601683794,1,3,poly,0.6379520520113775,0.618271221532091
978,0.0031622776601683794,1,3,rbf,0.5,0.5
979,0.0031622776601683794,1,3,sigmoid,0.5,0.5
980,0.0031622776601683794,1,4,linear,0.599585276342692,0.5808747412008282
981,0.0031622776601683794,1,4,poly,0.6483298181794729,0.6099637681159421
982,0.0031622776601683794,1,4,rbf,0.5,0.5
983,0.0031622776601683794,1,4,sigmoid,0.5,0.5
984,0.0031622776601683794,1,5,linear,0.599585276342692,0.5808747412008282
985,0.0031622776601683794,1,5,poly,0.6483427178266674,0.6223990683229813
986,0.0031622776601683794,1,5,rbf,0.5,0.5
987,0.0031622776601683794,1,5,sigmoid,0.5,0.5
988,0.0031622776601683794,1,6,linear,0.599585276342692,0.5808747412008282
989,0.0031622776601683794,1,6,poly,0.6566339660610282,0.6265657349896481
990,0.0031622776601683794,1,6,rbf,0.5,0.5
991,0.0031622776601683794,1,6,sigmoid,0.5,0.5
992,0.0031622776601683794,1,7,linear,0.599585276342692,0.5808747412008282
993,0.0031622776601683794,1,7,poly,0.6535187012635205,0.6244953416149069
994,0.0031622776601683794,1,7,rbf,0.5,0.5
995,0.0031622776601683794,1,7,sigmoid,0.5,0.5
996,0.0031622776601683794,1,8,linear,0.599585276342692,0.5808747412008282
997,0.0031622776601683794,1,8,poly,0.6535283759989164,0.6265527950310559
998,0.0031622776601683794,1,8,rbf,0.5,0.5
999,0.0031622776601683794,1,8,sigmoid,0.5,0.5
1000,0.0031622776601683794,1,9,linear,0.599585276342692,0.5808747412008282
1001,0.0031622776601683794,1,9,poly,0.6545700225098843,0.6265527950310559
1002,0.0031622776601683794,1,9,rbf,0.5,0.5
1003,0.0031622776601683794,1,9,sigmoid,0.5,0.5
1004,0.0031622776601683794,1,10,linear,0.599585276342692,0.5808747412008282
1005,0.0031622776601683794,1,10,poly,0.6618357487922705,0.6327639751552795
1006,0.0031622776601683794,1,10,rbf,0.5,0.5
1007,0.0031622776601683794,1,10,sigmoid,0.5,0.5
1008,0.0031622776601683794,2,auto,linear,0.599585276342692,0.5808747412008282
1009,0.0031622776601683794,2,auto,poly,0.729252529943306,0.5332815734989648
1010,0.0031622776601683794,2,auto,rbf,0.5,0.5
1011,0.0031622776601683794,2,auto,sigmoid,0.5,0.5
1012,0.0031622776601683794,2,scale,linear,0.599585276342692,0.5808747412008282
1013,0.0031622776601683794,2,scale,poly,0.5,0.5
1014,0.0031622776601683794,2,scale,rbf,0.5,0.5
1015,0.0031622776601683794,2,scale,sigmoid,0.5,0.5
1016,0.0031622776601683794,2,1,linear,0.599585276342692,0.5808747412008282
1017,0.0031622776601683794,2,1,poly,0.5768012744851428,0.5104425465838509
1018,0.0031622776601683794,2,1,rbf,0.5,0.5
1019,0.0031622776601683794,2,1,sigmoid,0.5,0.5
1020,0.0031622776601683794,2,2,linear,0.599585276342692,0.5808747412008282
1021,0.0031622776601683794,2,2,poly,0.5768012744851428,0.5104425465838509
1022,0.0031622776601683794,2,2,rbf,0.5,0.5
1023,0.0031622776601683794,2,2,sigmoid,0.5,0.5
1024,0.0031622776601683794,2,3,linear,0.599585276342692,0.5808747412008282
1025,0.0031622776601683794,2,3,poly,0.5165760466451242,0.45432194616977223
1026,0.0031622776601683794,2,3,rbf,0.5,0.5
1027,0.0031622776601683794,2,3,sigmoid,0.5,0.5
1028,0.0031622776601683794,2,4,linear,0.599585276342692,0.5808747412008282
1029,0.0031622776601683794,2,4,poly,0.5768012744851428,0.5104425465838509
1030,0.0031622776601683794,2,4,rbf,0.5,0.5
1031,0.0031622776601683794,2,4,sigmoid,0.5,0.5
1032,0.0031622776601683794,2,5,linear,0.599585276342692,0.5808747412008282
1033,0.0031622776601683794,2,5,poly,0.572673387382855,0.48121118012422365
1034,0.0031622776601683794,2,5,rbf,0.5,0.5
1035,0.0031622776601683794,2,5,sigmoid,0.5,0.5
1036,0.0031622776601683794,2,6,linear,0.599585276342692,0.5808747412008282
1037,0.0031622776601683794,2,6,poly,0.5165760466451242,0.45432194616977223
1038,0.0031622776601683794,2,6,rbf,0.5,0.5
1039,0.0031622776601683794,2,6,sigmoid,0.5,0.5
1040,0.0031622776601683794,2,7,linear,0.599585276342692,0.5808747412008282
1041,0.0031622776601683794,2,7,poly,0.507314099959366,0.44799430641821947
1042,0.0031622776601683794,2,7,rbf,0.5,0.5
1043,0.0031622776601683794,2,7,sigmoid,0.5,0.5
1044,0.0031622776601683794,2,8,linear,0.599585276342692,0.5808747412008282
1045,0.0031622776601683794,2,8,poly,0.5768012744851428,0.5104425465838509
1046,0.0031622776601683794,2,8,rbf,0.5,0.5
1047,0.0031622776601683794,2,8,sigmoid,0.5,0.5
1048,0.0031622776601683794,2,9,linear,0.599585276342692,0.5808747412008282
1049,0.0031622776601683794,2,9,poly,0.600588223912076,0.4938276397515528
1050,0.0031622776601683794,2,9,rbf,0.5,0.5
1051,0.0031622776601683794,2,9,sigmoid,0.5,0.5
1052,0.0031622776601683794,2,10,linear,0.599585276342692,0.5808747412008282
1053,0.0031622776601683794,2,10,poly,0.572673387382855,0.48121118012422365
1054,0.0031622776601683794,2,10,rbf,0.5,0.5
1055,0.0031622776601683794,2,10,sigmoid,0.5,0.5
1056,0.0031622776601683794,3,auto,linear,0.599585276342692,0.5808747412008282
1057,0.0031622776601683794,3,auto,poly,0.5995111033713227,0.4566511387163561
1058,0.0031622776601683794,3,auto,rbf,0.5,0.5
1059,0.0031622776601683794,3,auto,sigmoid,0.5,0.5
1060,0.0031622776601683794,3,scale,linear,0.599585276342692,0.5808747412008282
1061,0.0031622776601683794,3,scale,poly,0.5,0.5
1062,0.0031622776601683794,3,scale,rbf,0.5,0.5
1063,0.0031622776601683794,3,scale,sigmoid,0.5,0.5
1064,0.0031622776601683794,3,1,linear,0.599585276342692,0.5808747412008282
1065,0.0031622776601683794,3,1,poly,0.6441213082822185,0.4939182194616977
1066,0.0031622776601683794,3,1,rbf,0.5,0.5
1067,0.0031622776601683794,3,1,sigmoid,0.5,0.5
1068,0.0031622776601683794,3,2,linear,0.599585276342692,0.5808747412008282
1069,0.0031622776601683794,3,2,poly,0.6441213082822185,0.4939182194616977
1070,0.0031622776601683794,3,2,rbf,0.5,0.5
1071,0.0031622776601683794,3,2,sigmoid,0.5,0.5
1072,0.0031622776601683794,3,3,linear,0.599585276342692,0.5808747412008282
1073,0.0031622776601683794,3,3,poly,0.5996272001960746,0.47697981366459635
1074,0.0031622776601683794,3,3,rbf,0.5,0.5
1075,0.0031622776601683794,3,3,sigmoid,0.5,0.5
1076,0.0031622776601683794,3,4,linear,0.599585276342692,0.5808747412008282
1077,0.0031622776601683794,3,4,poly,0.6441213082822185,0.4939182194616977
1078,0.0031622776601683794,3,4,rbf,0.5,0.5
1079,0.0031622776601683794,3,4,sigmoid,0.5,0.5
1080,0.0031622776601683794,3,5,linear,0.599585276342692,0.5808747412008282
1081,0.0031622776601683794,3,5,poly,0.601600846216856,0.45226449275362324
1082,0.0031622776601683794,3,5,rbf,0.5,0.5
1083,0.0031622776601683794,3,5,sigmoid,0.5,0.5
1084,0.0031622776601683794,3,6,linear,0.599585276342692,0.5808747412008282
1085,0.0031622776601683794,3,6,poly,0.5996272001960746,0.47697981366459635
1086,0.0031622776601683794,3,6,rbf,0.5,0.5
1087,0.0031622776601683794,3,6,sigmoid,0.5,0.5
1088,0.0031622776601683794,3,7,linear,0.599585276342692,0.5808747412008282
1089,0.0031622776601683794,3,7,poly,0.6110079139335539,0.4874741200828157
1090,0.0031622776601683794,3,7,rbf,0.5,0.5
1091,0.0031622776601683794,3,7,sigmoid,0.5,0.5
1092,0.0031622776601683794,3,8,linear,0.599585276342692,0.5808747412008282
1093,0.0031622776601683794,3,8,poly,0.6441213082822185,0.4939182194616977
1094,0.0031622776601683794,3,8,rbf,0.5,0.5
1095,0.0031622776601683794,3,8,sigmoid,0.5,0.5
1096,0.0031622776601683794,3,9,linear,0.599585276342692,0.5808747412008282
1097,0.0031622776601683794,3,9,poly,0.5996755738730546,0.45001293995859215
1098,0.0031622776601683794,3,9,rbf,0.5,0.5
1099,0.0031622776601683794,3,9,sigmoid,0.5,0.5
1100,0.0031622776601683794,3,10,linear,0.599585276342692,0.5808747412008282
1101,0.0031622776601683794,3,10,poly,0.601600846216856,0.45226449275362324
1102,0.0031622776601683794,3,10,rbf,0.5,0.5
1103,0.0031622776601683794,3,10,sigmoid,0.5,0.5
1104,0.0031622776601683794,4,auto,linear,0.599585276342692,0.5808747412008282
1105,0.0031622776601683794,4,auto,poly,0.6223628283766439,0.4462085921325052
1106,0.0031622776601683794,4,auto,rbf,0.5,0.5
1107,0.0031622776601683794,4,auto,sigmoid,0.5,0.5
1108,0.0031622776601683794,4,scale,linear,0.599585276342692,0.5808747412008282
1109,0.0031622776601683794,4,scale,poly,0.5,0.5
1110,0.0031622776601683794,4,scale,rbf,0.5,0.5
1111,0.0031622776601683794,4,scale,sigmoid,0.5,0.5
1112,0.0031622776601683794,4,1,linear,0.599585276342692,0.5808747412008282
1113,0.0031622776601683794,4,1,poly,0.6202988848255,0.5083721532091098
1114,0.0031622776601683794,4,1,rbf,0.5,0.5
1115,0.0031622776601683794,4,1,sigmoid,0.5,0.5
1116,0.0031622776601683794,4,2,linear,0.599585276342692,0.5808747412008282
1117,0.0031622776601683794,4,2,poly,0.6202988848255,0.5083721532091098
1118,0.0031622776601683794,4,2,rbf,0.5,0.5
1119,0.0031622776601683794,4,2,sigmoid,0.5,0.5
1120,0.0031622776601683794,4,3,linear,0.599585276342692,0.5808747412008282
1121,0.0031622776601683794,4,3,poly,0.6182349412743561,0.5124741200828158
1122,0.0031622776601683794,4,3,rbf,0.5,0.5
1123,0.0031622776601683794,4,3,sigmoid,0.5,0.5
1124,0.0031622776601683794,4,4,linear,0.599585276342692,0.5808747412008282
1125,0.0031622776601683794,4,4,poly,0.6202988848255,0.5083721532091098
1126,0.0031622776601683794,4,4,rbf,0.5,0.5
1127,0.0031622776601683794,4,4,sigmoid,0.5,0.5
1128,0.0031622776601683794,4,5,linear,0.599585276342692,0.5808747412008282
1129,0.0031622776601683794,4,5,poly,0.6130815322200939,0.48119824016563145
1130,0.0031622776601683794,4,5,rbf,0.5,0.5
1131,0.0031622776601683794,4,5,sigmoid,0.5,0.5
1132,0.0031622776601683794,4,6,linear,0.599585276342692,0.5808747412008282
1133,0.0031622776601683794,4,6,poly,0.6182349412743561,0.5124741200828158
1134,0.0031622776601683794,4,6,rbf,0.5,0.5
1135,0.0031622776601683794,4,6,sigmoid,0.5,0.5
1136,0.0031622776601683794,4,7,linear,0.599585276342692,0.5808747412008282
1137,0.0031622776601683794,4,7,poly,0.6337499919377204,0.49381469979296067
1138,0.0031622776601683794,4,7,rbf,0.5,0.5
1139,0.0031622776601683794,4,7,sigmoid,0.5,0.5
1140,0.0031622776601683794,4,8,linear,0.599585276342692,0.5808747412008282
1141,0.0031622776601683794,4,8,poly,0.6202988848255,0.5083721532091098
1142,0.0031622776601683794,4,8,rbf,0.5,0.5
1143,0.0031622776601683794,4,8,sigmoid,0.5,0.5
1144,0.0031622776601683794,4,9,linear,0.599585276342692,0.5808747412008282
1145,0.0031622776601683794,4,9,poly,0.6380004256883574,0.48554606625258795
1146,0.0031622776601683794,4,9,rbf,0.5,0.5
1147,0.0031622776601683794,4,9,sigmoid,0.5,0.5
1148,0.0031622776601683794,4,10,linear,0.599585276342692,0.5808747412008282
1149,0.0031622776601683794,4,10,poly,0.6130815322200939,0.48119824016563145
1150,0.0031622776601683794,4,10,rbf,0.5,0.5
1151,0.0031622776601683794,4,10,sigmoid,0.5,0.5
1152,0.01,1,auto,linear,0.6400256702979173,0.618271221532091
1153,0.01,1,auto,poly,0.5663977090226582,0.5498188405797101
1154,0.01,1,auto,rbf,0.5,0.5
1155,0.01,1,auto,sigmoid,0.5,0.5
1156,0.01,1,scale,linear,0.6400256702979173,0.618271221532091
1157,0.01,1,scale,poly,0.5,0.5
1158,0.01,1,scale,rbf,0.5,0.5
1159,0.01,1,scale,sigmoid,0.5,0.5
1160,0.01,1,1,linear,0.6400256702979173,0.618271221532091
1161,0.01,1,1,poly,0.6400256702979173,0.618271221532091
1162,0.01,1,1,rbf,0.5,0.5
1163,0.01,1,1,sigmoid,0.5,0.5
1164,0.01,1,2,linear,0.6400256702979173,0.618271221532091
1165,0.01,1,2,poly,0.6566307411492295,0.6244953416149069
1166,0.01,1,2,rbf,0.5,0.5
1167,0.01,1,2,sigmoid,0.5,0.5
1168,0.01,1,3,linear,0.6400256702979173,0.618271221532091
1169,0.01,1,3,poly,0.653531600910715,0.6286231884057971
1170,0.01,1,3,rbf,0.5,0.5
1171,0.01,1,3,sigmoid,0.5,0.5
1172,0.01,1,4,linear,0.6400256702979173,0.618271221532091
1173,0.01,1,4,poly,0.6659926601007462,0.6306935817805384
1174,0.01,1,4,rbf,0.5,0.5
1175,0.01,1,4,sigmoid,0.5,0.5
1176,0.01,1,5,linear,0.6400256702979173,0.618271221532091
1177,0.01,1,5,poly,0.6649606883251743,0.6369047619047619
1178,0.01,1,5,rbf,0.5,0.5
1179,0.01,1,5,sigmoid,0.5,0.5
1180,0.01,1,6,linear,0.6400256702979173,0.618271221532091
1181,0.01,1,6,poly,0.6659894351889476,0.6327510351966873
1182,0.01,1,6,rbf,0.5,0.5
1183,0.01,1,6,sigmoid,0.5,0.5
1184,0.01,1,7,linear,0.6400256702979173,0.618271221532091
1185,0.01,1,7,poly,0.6597750301529253,0.6224378881987577
1186,0.01,1,7,rbf,0.5,0.5
1187,0.01,1,7,sigmoid,0.5,0.5
1188,0.01,1,8,linear,0.6400256702979173,0.618271221532091
1189,0.01,1,8,poly,0.6711815431847938,0.6368918219461698
1190,0.01,1,8,rbf,0.5,0.5
1191,0.01,1,8,sigmoid,0.5,0.5
1192,0.01,1,9,linear,0.6400256702979173,0.618271221532091
1193,0.01,1,9,poly,0.6774088478680108,0.6369177018633541
1194,0.01,1,9,rbf,0.5,0.5
1195,0.01,1,9,sigmoid,0.5,0.5
1196,0.01,1,10,linear,0.6400256702979173,0.618271221532091
1197,0.01,1,10,poly,0.6774120727798095,0.6389880952380952
1198,0.01,1,10,rbf,0.5,0.5
1199,0.01,1,10,sigmoid,0.5,0.5
1200,0.01,2,auto,linear,0.6400256702979173,0.618271221532091
1201,0.01,2,auto,poly,0.5580451874641228,0.435830745341615
1202,0.01,2,auto,rbf,0.5,0.5
1203,0.01,2,auto,sigmoid,0.5,0.5
1204,0.01,2,scale,linear,0.6400256702979173,0.618271221532091
1205,0.01,2,scale,poly,0.5,0.5
1206,0.01,2,scale,rbf,0.5,0.5
1207,0.01,2,scale,sigmoid,0.5,0.5
1208,0.01,2,1,linear,0.6400256702979173,0.618271221532091
1209,0.01,2,1,poly,0.5768012744851428,0.5104425465838509
1210,0.01,2,1,rbf,0.5,0.5
1211,0.01,2,1,sigmoid,0.5,0.5
1212,0.01,2,2,linear,0.6400256702979173,0.618271221532091
1213,0.01,2,2,poly,0.5768012744851428,0.5104425465838509
1214,0.01,2,2,rbf,0.5,0.5
1215,0.01,2,2,sigmoid,0.5,0.5
1216,0.01,2,3,linear,0.6400256702979173,0.618271221532091
1217,0.01,2,3,poly,0.5165760466451242,0.45432194616977223
1218,0.01,2,3,rbf,0.5,0.5
1219,0.01,2,3,sigmoid,0.5,0.5
1220,0.01,2,4,linear,0.6400256702979173,0.618271221532091
1221,0.01,2,4,poly,0.5768012744851428,0.5104425465838509
1222,0.01,2,4,rbf,0.5,0.5
1223,0.01,2,4,sigmoid,0.5,0.5
1224,0.01,2,5,linear,0.6400256702979173,0.618271221532091
1225,0.01,2,5,poly,0.572673387382855,0.48121118012422365
1226,0.01,2,5,rbf,0.5,0.5
1227,0.01,2,5,sigmoid,0.5,0.5
1228,0.01,2,6,linear,0.6400256702979173,0.618271221532091
1229,0.01,2,6,poly,0.5165760466451242,0.45432194616977223
1230,0.01,2,6,rbf,0.5,0.5
1231,0.01,2,6,sigmoid,0.5,0.5
1232,0.01,2,7,linear,0.6400256702979173,0.618271221532091
1233,0.01,2,7,poly,0.507314099959366,0.44799430641821947
1234,0.01,2,7,rbf,0.5,0.5
1235,0.01,2,7,sigmoid,0.5,0.5
1236,0.01,2,8,linear,0.6400256702979173,0.618271221532091
1237,0.01,2,8,poly,0.5768012744851428,0.5104425465838509
1238,0.01,2,8,rbf,0.5,0.5
1239,0.01,2,8,sigmoid,0.5,0.5
1240,0.01,2,9,linear,0.6400256702979173,0.618271221532091
1241,0.01,2,9,poly,0.600588223912076,0.4938276397515528
1242,0.01,2,9,rbf,0.5,0.5
1243,0.01,2,9,sigmoid,0.5,0.5
1244,0.01,2,10,linear,0.6400256702979173,0.618271221532091
1245,0.01,2,10,poly,0.572673387382855,0.48121118012422365
1246,0.01,2,10,rbf,0.5,0.5
1247,0.01,2,10,sigmoid,0.5,0.5
1248,0.01,3,auto,linear,0.6400256702979173,0.618271221532091
1249,0.01,3,auto,poly,0.5995111033713227,0.4566511387163561
1250,0.01,3,auto,rbf,0.5,0.5
1251,0.01,3,auto,sigmoid,0.5,0.5
1252,0.01,3,scale,linear,0.6400256702979173,0.618271221532091
1253,0.01,3,scale,poly,0.5,0.5
1254,0.01,3,scale,rbf,0.5,0.5
1255,0.01,3,scale,sigmoid,0.5,0.5
1256,0.01,3,1,linear,0.6400256702979173,0.618271221532091
1257,0.01,3,1,poly,0.6441213082822185,0.4939182194616977
1258,0.01,3,1,rbf,0.5,0.5
1259,0.01,3,1,sigmoid,0.5,0.5
1260,0.01,3,2,linear,0.6400256702979173,0.618271221532091
1261,0.01,3,2,poly,0.6441213082822185,0.4939182194616977
1262,0.01,3,2,rbf,0.5,0.5
1263,0.01,3,2,sigmoid,0.5,0.5
1264,0.01,3,3,linear,0.6400256702979173,0.618271221532091
1265,0.01,3,3,poly,0.5996272001960746,0.47697981366459635
1266,0.01,3,3,rbf,0.5,0.5
1267,0.01,3,3,sigmoid,0.5,0.5
1268,0.01,3,4,linear,0.6400256702979173,0.618271221532091
1269,0.01,3,4,poly,0.6441213082822185,0.4939182194616977
1270,0.01,3,4,rbf,0.5,0.5
1271,0.01,3,4,sigmoid,0.5,0.5
1272,0.01,3,5,linear,0.6400256702979173,0.618271221532091
1273,0.01,3,5,poly,0.601600846216856,0.45226449275362324
1274,0.01,3,5,rbf,0.5,0.5
1275,0.01,3,5,sigmoid,0.5,0.5
1276,0.01,3,6,linear,0.6400256702979173,0.618271221532091
1277,0.01,3,6,poly,0.5996272001960746,0.47697981366459635
1278,0.01,3,6,rbf,0.5,0.5
1279,0.01,3,6,sigmoid,0.5,0.5
1280,0.01,3,7,linear,0.6400256702979173,0.618271221532091
1281,0.01,3,7,poly,0.6110079139335539,0.4874741200828157
1282,0.01,3,7,rbf,0.5,0.5
1283,0.01,3,7,sigmoid,0.5,0.5
1284,0.01,3,8,linear,0.6400256702979173,0.618271221532091
1285,0.01,3,8,poly,0.6441213082822185,0.4939182194616977
1286,0.01,3,8,rbf,0.5,0.5
1287,0.01,3,8,sigmoid,0.5,0.5
1288,0.01,3,9,linear,0.6400256702979173,0.618271221532091
1289,0.01,3,9,poly,0.5996755738730546,0.45001293995859215
1290,0.01,3,9,rbf,0.5,0.5
1291,0.01,3,9,sigmoid,0.5,0.5
1292,0.01,3,10,linear,0.6400256702979173,0.618271221532091
1293,0.01,3,10,poly,0.601600846216856,0.45226449275362324
1294,0.01,3,10,rbf,0.5,0.5
1295,0.01,3,10,sigmoid,0.5,0.5
1296,0.01,4,auto,linear,0.6400256702979173,0.618271221532091
1297,0.01,4,auto,poly,0.6223628283766439,0.4462085921325052
1298,0.01,4,auto,rbf,0.5,0.5
1299,0.01,4,auto,sigmoid,0.5,0.5
1300,0.01,4,scale,linear,0.6400256702979173,0.618271221532091
1301,0.01,4,scale,poly,0.5020736182865398,0.5
1302,0.01,4,scale,rbf,0.5,0.5
1303,0.01,4,scale,sigmoid,0.5,0.5
1304,0.01,4,1,linear,0.6400256702979173,0.618271221532091
1305,0.01,4,1,poly,0.6202988848255,0.5083721532091098
1306,0.01,4,1,rbf,0.5,0.5
1307,0.01,4,1,sigmoid,0.5,0.5
1308,0.01,4,2,linear,0.6400256702979173,0.618271221532091
1309,0.01,4,2,poly,0.6202988848255,0.5083721532091098
1310,0.01,4,2,rbf,0.5,0.5
1311,0.01,4,2,sigmoid,0.5,0.5
1312,0.01,4,3,linear,0.6400256702979173,0.618271221532091
1313,0.01,4,3,poly,0.6182349412743561,0.5124741200828158
1314,0.01,4,3,rbf,0.5,0.5
1315,0.01,4,3,sigmoid,0.5,0.5
1316,0.01,4,4,linear,0.6400256702979173,0.618271221532091
1317,0.01,4,4,poly,0.6202988848255,0.5083721532091098
1318,0.01,4,4,rbf,0.5,0.5
1319,0.01,4,4,sigmoid,0.5,0.5
1320,0.01,4,5,linear,0.6400256702979173,0.618271221532091
1321,0.01,4,5,poly,0.6130815322200939,0.48119824016563145
1322,0.01,4,5,rbf,0.5,0.5
1323,0.01,4,5,sigmoid,0.5,0.5
1324,0.01,4,6,linear,0.6400256702979173,0.618271221532091
1325,0.01,4,6,poly,0.6182349412743561,0.5124741200828158
1326,0.01,4,6,rbf,0.5,0.5
1327,0.01,4,6,sigmoid,0.5,0.5
1328,0.01,4,7,linear,0.6400256702979173,0.618271221532091
1329,0.01,4,7,poly,0.6337499919377204,0.49381469979296067
1330,0.01,4,7,rbf,0.5,0.5
1331,0.01,4,7,sigmoid,0.5,0.5
1332,0.01,4,8,linear,0.6400256702979173,0.618271221532091
1333,0.01,4,8,poly,0.6202988848255,0.5083721532091098
1334,0.01,4,8,rbf,0.5,0.5
1335,0.01,4,8,sigmoid,0.5,0.5
1336,0.01,4,9,linear,0.6400256702979173,0.618271221532091
1337,0.01,4,9,poly,0.6380004256883574,0.48554606625258795
1338,0.01,4,9,rbf,0.5,0.5
1339,0.01,4,9,sigmoid,0.5,0.5
1340,0.01,4,10,linear,0.6400256702979173,0.618271221532091
1341,0.01,4,10,poly,0.6130815322200939,0.48119824016563145
1342,0.01,4,10,rbf,0.5,0.5
1343,0.01,4,10,sigmoid,0.5,0.5
1344,0.03162277660168379,1,auto,linear,0.6566468657082228,0.6327639751552795
1345,0.03162277660168379,1,auto,poly,0.5923227749721045,0.5725931677018633
1346,0.03162277660168379,1,auto,rbf,0.5,0.5
1347,0.03162277660168379,1,auto,sigmoid,0.5,0.5
1348,0.03162277660168379,1,scale,linear,0.6566468657082228,0.6327639751552795
1349,0.03162277660168379,1,scale,poly,0.5,0.5
1350,0.03162277660168379,1,scale,rbf,0.5,0.5
1351,0.03162277660168379,1,scale,sigmoid,0.5,0.5
1352,0.03162277660168379,1,1,linear,0.6566468657082228,0.6327639751552795
1353,0.03162277660168379,1,1,poly,0.6566468657082228,0.6327639751552795
1354,0.03162277660168379,1,1,rbf,0.5,0.5
1355,0.03162277660168379,1,1,sigmoid,0.5,0.5
1356,0.03162277660168379,1,2,linear,0.6566468657082228,0.6327639751552795
1357,0.03162277660168379,1,2,poly,0.653531600910715,0.6224120082815735
1358,0.03162277660168379,1,2,rbf,0.5,0.5
1359,0.03162277660168379,1,2,sigmoid,0.5,0.5
1360,0.03162277660168379,1,3,linear,0.6566468657082228,0.6327639751552795
1361,0.03162277660168379,1,3,poly,0.6763639764452442,0.6182324016563147
1362,0.03162277660168379,1,3,rbf,0.5,0.5
1363,0.03162277660168379,1,3,sigmoid,0.5,0.5
1364,0.03162277660168379,1,4,linear,0.6566468657082228,0.6327639751552795
1365,0.03162277660168379,1,4,poly,0.6380455744535386,0.6119824016563147
1366,0.03162277660168379,1,4,rbf,0.5,0.5
1367,0.03162277660168379,1,4,sigmoid,0.5,0.5
1368,0.03162277660168379,1,5,linear,0.6566468657082228,0.6327639751552795
1369,0.03162277660168379,1,5,poly,0.6836329276394291,0.6348214285714285
1370,0.03162277660168379,1,5,rbf,0.5,0.5
1371,0.03162277660168379,1,5,sigmoid,0.5,0.5
1372,0.03162277660168379,1,6,linear,0.6566468657082228,0.6327639751552795
1373,0.03162277660168379,1,6,poly,0.6701334468502287,0.6182194616977226
1374,0.03162277660168379,1,6,rbf,0.5,0.5
1375,0.03162277660168379,1,6,sigmoid,0.5,0.5
1376,0.03162277660168379,1,7,linear,0.6566468657082228,0.6327639751552795
1377,0.03162277660168379,1,7,poly,0.6721909405777753,0.5996247412008282
1378,0.03162277660168379,1,7,rbf,0.5,0.5
1379,0.03162277660168379,1,7,sigmoid,0.5,0.5
1380,0.03162277660168379,1,8,linear,0.6566468657082228,0.6327639751552795
1381,0.03162277660168379,1,8,poly,0.6825654818340717,0.5975543478260869
1382,0.03162277660168379,1,8,rbf,0.5,0.5
1383,0.03162277660168379,1,8,sigmoid,0.5,0.5
1384,0.03162277660168379,1,9,linear,0.6566468657082228,0.6327639751552795
1385,0.03162277660168379,1,9,poly,0.660790877369504,0.5975802277432712
1386,0.03162277660168379,1,9,rbf,0.5,0.5
1387,0.03162277660168379,1,9,sigmoid,0.5,0.5
1388,0.03162277660168379,1,10,linear,0.6566468657082228,0.6327639751552795
1389,0.03162277660168379,1,10,poly,0.6815399598820971,0.5892986542443065
1390,0.03162277660168379,1,10,rbf,0.5,0.5
1391,0.03162277660168379,1,10,sigmoid,0.5,0.5
1392,0.03162277660168379,2,auto,linear,0.6566468657082228,0.6327639751552795
1393,0.03162277660168379,2,auto,poly,0.5134769064066097,0.44196428571428575
1394,0.03162277660168379,2,auto,rbf,0.5,0.5
1395,0.03162277660168379,2,auto,sigmoid,0.5,0.5
1396,0.03162277660168379,2,scale,linear,0.6566468657082228,0.6327639751552795
1397,0.03162277660168379,2,scale,poly,0.5,0.5
1398,0.03162277660168379,2,scale,rbf,0.5,0.5
1399,0.03162277660168379,2,scale,sigmoid,0.5,0.5
1400,0.03162277660168379,2,1,linear,0.6566468657082228,0.6327639751552795
1401,0.03162277660168379,2,1,poly,0.5768012744851428,0.5104425465838509
1402,0.03162277660168379,2,1,rbf,0.5,0.5
1403,0.03162277660168379,2,1,sigmoid,0.5,0.5
1404,0.03162277660168379,2,2,linear,0.6566468657082228,0.6327639751552795
1405,0.03162277660168379,2,2,poly,0.5768012744851428,0.5104425465838509
1406,0.03162277660168379,2,2,rbf,0.5,0.5
1407,0.03162277660168379,2,2,sigmoid,0.5,0.5
1408,0.03162277660168379,2,3,linear,0.6566468657082228,0.6327639751552795
1409,0.03162277660168379,2,3,poly,0.5165760466451242,0.45432194616977223
1410,0.03162277660168379,2,3,rbf,0.5,0.5
1411,0.03162277660168379,2,3,sigmoid,0.5,0.5
1412,0.03162277660168379,2,4,linear,0.6566468657082228,0.6327639751552795
1413,0.03162277660168379,2,4,poly,0.5768012744851428,0.5104425465838509
1414,0.03162277660168379,2,4,rbf,0.5,0.5
1415,0.03162277660168379,2,4,sigmoid,0.5,0.5
