,param_C,param_degree,param_gamma,param_kernel,mean_train_score,mean_test_score
2013,1.0,2,10,poly,0.572673387382855,0.48121118012422365
2014,1.0,2,10,rbf,1.0,0.5
2015,1.0,2,10,sigmoid,0.5,0.5
2016,1.0,3,auto,linear,0.6711621937140019,0.5975155279503106
2017,1.0,3,auto,poly,0.5995111033713227,0.4566511387163561
2018,1.0,3,auto,rbf,0.9979296066252589,0.5
2019,1.0,3,auto,sigmoid,0.5,0.5
2020,1.0,3,scale,linear,0.6711621937140019,0.5975155279503106
2021,1.0,3,scale,poly,0.5798681656056707,0.5601966873706005
2022,1.0,3,scale,rbf,0.5601607296040453,0.551850414078675
2023,1.0,3,scale,sigmoid,0.5352579606947749,0.5249223602484472
2024,1.0,3,1,linear,0.6711621937140019,0.5975155279503106
2025,1.0,3,1,poly,0.6441213082822185,0.4939182194616977
2026,1.0,3,1,rbf,1.0,0.5
2027,1.0,3,1,sigmoid,0.5,0.5
2028,1.0,3,2,linear,0.6711621937140019,0.5975155279503106
2029,1.0,3,2,poly,0.6441213082822185,0.4939182194616977
2030,1.0,3,2,rbf,1.0,0.5
2031,1.0,3,2,sigmoid,0.5,0.5
2032,1.0,3,3,linear,0.6711621937140019,0.5975155279503106
2033,1.0,3,3,poly,0.5996272001960746,0.47697981366459635
2034,1.0,3,3,rbf,1.0,0.5
2035,1.0,3,3,sigmoid,0.5,0.5
2036,1.0,3,4,linear,0.6711621937140019,0.5975155279503106
2037,1.0,3,4,poly,0.6441213082822185,0.4939182194616977
2038,1.0,3,4,rbf,1.0,0.5
2039,1.0,3,4,sigmoid,0.5,0.5
2040,1.0,3,5,linear,0.6711621937140019,0.5975155279503106
2041,1.0,3,5,poly,0.601600846216856,0.45226449275362324
2042,1.0,3,5,rbf,1.0,0.5
2043,1.0,3,5,sigmoid,0.5,0.5
2044,1.0,3,6,linear,0.6711621937140019,0.5975155279503106
2045,1.0,3,6,poly,0.5996272001960746,0.47697981366459635
2046,1.0,3,6,rbf,1.0,0.5
2047,1.0,3,6,sigmoid,0.5,0.5
2048,1.0,3,7,linear,0.6711621937140019,0.5975155279503106
2049,1.0,3,7,poly,0.6110079139335539,0.4874741200828157
2050,1.0,3,7,rbf,1.0,0.5
2051,1.0,3,7,sigmoid,0.5,0.5
2052,1.0,3,8,linear,0.6711621937140019,0.5975155279503106
2053,1.0,3,8,poly,0.6441213082822185,0.4939182194616977
2054,1.0,3,8,rbf,1.0,0.5
2055,1.0,3,8,sigmoid,0.5,0.5
2056,1.0,3,9,linear,0.6711621937140019,0.5975155279503106
2057,1.0,3,9,poly,0.5996755738730546,0.45001293995859215
2058,1.0,3,9,rbf,1.0,0.5
2059,1.0,3,9,sigmoid,0.5,0.5
2060,1.0,3,10,linear,0.6711621937140019,0.5975155279503106
2061,1.0,3,10,poly,0.601600846216856,0.45226449275362324
2062,1.0,3,10,rbf,1.0,0.5
2063,1.0,3,10,sigmoid,0.5,0.5
2064,1.0,4,auto,linear,0.6711621937140019,0.5975155279503106
2065,1.0,4,auto,poly,0.6223628283766439,0.4462085921325052
2066,1.0,4,auto,rbf,0.9979296066252589,0.5
2067,1.0,4,auto,sigmoid,0.5,0.5
2068,1.0,4,scale,linear,0.6711621937140019,0.5975155279503106
2069,1.0,4,scale,poly,0.5715543429887192,0.5374223602484471
2070,1.0,4,scale,rbf,0.5601607296040453,0.551850414078675
2071,1.0,4,scale,sigmoid,0.5352579606947749,0.5249223602484472
2072,1.0,4,1,linear,0.6711621937140019,0.5975155279503106
2073,1.0,4,1,poly,0.6202988848255,0.5083721532091098
2074,1.0,4,1,rbf,1.0,0.5
2075,1.0,4,1,sigmoid,0.5,0.5
2076,1.0,4,2,linear,0.6711621937140019,0.5975155279503106
2077,1.0,4,2,poly,0.6202988848255,0.5083721532091098
2078,1.0,4,2,rbf,1.0,0.5
2079,1.0,4,2,sigmoid,0.5,0.5
2080,1.0,4,3,linear,0.6711621937140019,0.5975155279503106
2081,1.0,4,3,poly,0.6182349412743561,0.5124741200828158
2082,1.0,4,3,rbf,1.0,0.5
2083,1.0,4,3,sigmoid,0.5,0.5
2084,1.0,4,4,linear,0.6711621937140019,0.5975155279503106
2085,1.0,4,4,poly,0.6202988848255,0.5083721532091098
2086,1.0,4,4,rbf,1.0,0.5
2087,1.0,4,4,sigmoid,0.5,0.5
2088,1.0,4,5,linear,0.6711621937140019,0.5975155279503106
2089,1.0,4,5,poly,0.6130815322200939,0.48119824016563145
2090,1.0,4,5,rbf,1.0,0.5
2091,1.0,4,5,sigmoid,0.5,0.5
2092,1.0,4,6,linear,0.6711621937140019,0.5975155279503106
2093,1.0,4,6,poly,0.6182349412743561,0.5124741200828158
2094,1.0,4,6,rbf,1.0,0.5
2095,1.0,4,6,sigmoid,0.5,0.5
2096,1.0,4,7,linear,0.6711621937140019,0.5975155279503106
2097,1.0,4,7,poly,0.6337499919377204,0.49381469979296067
2098,1.0,4,7,rbf,1.0,0.5
2099,1.0,4,7,sigmoid,0.5,0.5
2100,1.0,4,8,linear,0.6711621937140019,0.5975155279503106
2101,1.0,4,8,poly,0.6202988848255,0.5083721532091098
2102,1.0,4,8,rbf,1.0,0.5
2103,1.0,4,8,sigmoid,0.5,0.5
2104,1.0,4,9,linear,0.6711621937140019,0.5975155279503106
2105,1.0,4,9,poly,0.6380004256883574,0.48554606625258795
2106,1.0,4,9,rbf,1.0,0.5
2107,1.0,4,9,sigmoid,0.5,0.5
2108,1.0,4,10,linear,0.6711621937140019,0.5975155279503106
2109,1.0,4,10,poly,0.6130815322200939,0.48119824016563145
2110,1.0,4,10,rbf,1.0,0.5
2111,1.0,4,10,sigmoid,0.5,0.5
2112,3.1622776601683795,1,auto,linear,0.6472849467567062,0.5912655279503106
2113,3.1622776601683795,1,auto,poly,0.6815625342646877,0.6058618012422361
2114,3.1622776601683795,1,auto,rbf,1.0,0.5020703933747411
2115,3.1622776601683795,1,auto,sigmoid,0.5,0.5
2116,3.1622776601683795,1,scale,linear,0.6472849467567062,0.5912655279503106
2117,3.1622776601683795,1,scale,poly,0.5466709235502408,0.5187241200828158
2118,3.1622776601683795,1,scale,rbf,0.5767722502789548,0.5642986542443064
2119,3.1622776601683795,1,scale,sigmoid,0.489648033126294,0.5102355072463768
2120,3.1622776601683795,1,1,linear,0.6472849467567062,0.5912655279503106
2121,3.1622776601683795,1,1,poly,0.6472849467567062,0.5912655279503106
2122,3.1622776601683795,1,1,rbf,1.0,0.5
2123,3.1622776601683795,1,1,sigmoid,0.5,0.5
2124,3.1622776601683795,1,2,linear,0.6472849467567062,0.5912655279503106
2125,3.1622776601683795,1,2,poly,0.5383667756686855,0.4461309523809524
2126,3.1622776601683795,1,2,rbf,1.0,0.5
2127,3.1622776601683795,1,2,sigmoid,0.5,0.5
2128,3.1622776601683795,1,3,linear,0.6472849467567062,0.5912655279503106
2129,3.1622776601683795,1,3,poly,0.5208361551311571,0.48548136645962736
2130,3.1622776601683795,1,3,rbf,1.0,0.5
2131,3.1622776601683795,1,3,sigmoid,0.5,0.5
2132,3.1622776601683795,1,4,linear,0.6472849467567062,0.5912655279503106
2133,3.1622776601683795,1,4,poly,0.5518662564578859,0.5269668737060041
2134,3.1622776601683795,1,4,rbf,1.0,0.5
2135,3.1622776601683795,1,4,sigmoid,0.5,0.5
2136,3.1622776601683795,1,5,linear,0.6472849467567062,0.5912655279503106
2137,3.1622776601683795,1,5,poly,0.5134059583470392,0.40483954451345755
2138,3.1622776601683795,1,5,rbf,1.0,0.5
2139,3.1622776601683795,1,5,sigmoid,0.5,0.5
2140,3.1622776601683795,1,6,linear,0.6472849467567062,0.5912655279503106
2141,3.1622776601683795,1,6,poly,0.4781608972994588,0.4255434782608695
2142,3.1622776601683795,1,6,rbf,1.0,0.5
2143,3.1622776601683795,1,6,sigmoid,0.5,0.5
2144,3.1622776601683795,1,7,linear,0.6472849467567062,0.5912655279503106
2145,3.1622776601683795,1,7,poly,0.5301077765523113,0.4875776397515528
2146,3.1622776601683795,1,7,rbf,1.0,0.5
2147,3.1622776601683795,1,7,sigmoid,0.5,0.5
2148,3.1622776601683795,1,8,linear,0.6472849467567062,0.5912655279503106
2149,3.1622776601683795,1,8,poly,0.5258992666550569,0.44843426501035194
2150,3.1622776601683795,1,8,rbf,1.0,0.5
2151,3.1622776601683795,1,8,sigmoid,0.5,0.5
2152,3.1622776601683795,1,9,linear,0.6472849467567062,0.5912655279503106
2153,3.1622776601683795,1,9,poly,0.465725637403817,0.4503623188405797
2154,3.1622776601683795,1,9,rbf,1.0,0.5
2155,3.1622776601683795,1,9,sigmoid,0.5,0.5
2156,3.1622776601683795,1,10,linear,0.6472849467567062,0.5912655279503106
2157,3.1622776601683795,1,10,poly,0.43360229097734176,0.367287784679089
2158,3.1622776601683795,1,10,rbf,1.0,0.5
2159,3.1622776601683795,1,10,sigmoid,0.5,0.5
2160,3.1622776601683795,2,auto,linear,0.6472849467567062,0.5912655279503106
2161,3.1622776601683795,2,auto,poly,0.5455873531858904,0.4462732919254659
2162,3.1622776601683795,2,auto,rbf,1.0,0.5020703933747411
2163,3.1622776601683795,2,auto,sigmoid,0.5,0.5
2164,3.1622776601683795,2,scale,linear,0.6472849467567062,0.5912655279503106
2165,3.1622776601683795,2,scale,poly,0.5871371167998555,0.57675983436853
2166,3.1622776601683795,2,scale,rbf,0.5767722502789548,0.5642986542443064
2167,3.1622776601683795,2,scale,sigmoid,0.489648033126294,0.5102355072463768
2168,3.1622776601683795,2,1,linear,0.6472849467567062,0.5912655279503106
2169,3.1622776601683795,2,1,poly,0.5768012744851428,0.5104425465838509
2170,3.1622776601683795,2,1,rbf,1.0,0.5
2171,3.1622776601683795,2,1,sigmoid,0.5,0.5
2172,3.1622776601683795,2,2,linear,0.6472849467567062,0.5912655279503106
2173,3.1622776601683795,2,2,poly,0.5768012744851428,0.5104425465838509
2174,3.1622776601683795,2,2,rbf,1.0,0.5
2175,3.1622776601683795,2,2,sigmoid,0.5,0.5
2176,3.1622776601683795,2,3,linear,0.6472849467567062,0.5912655279503106
2177,3.1622776601683795,2,3,poly,0.5165760466451242,0.45432194616977223
2178,3.1622776601683795,2,3,rbf,1.0,0.5
2179,3.1622776601683795,2,3,sigmoid,0.5,0.5
2180,3.1622776601683795,2,4,linear,0.6472849467567062,0.5912655279503106
2181,3.1622776601683795,2,4,poly,0.5768012744851428,0.5104425465838509
2182,3.1622776601683795,2,4,rbf,1.0,0.5
2183,3.1622776601683795,2,4,sigmoid,0.5,0.5
2184,3.1622776601683795,2,5,linear,0.6472849467567062,0.5912655279503106
2185,3.1622776601683795,2,5,poly,0.572673387382855,0.48121118012422365
2186,3.1622776601683795,2,5,rbf,1.0,0.5
2187,3.1622776601683795,2,5,sigmoid,0.5,0.5
2188,3.1622776601683795,2,6,linear,0.6472849467567062,0.5912655279503106
2189,3.1622776601683795,2,6,poly,0.5165760466451242,0.45432194616977223
2190,3.1622776601683795,2,6,rbf,1.0,0.5
2191,3.1622776601683795,2,6,sigmoid,0.5,0.5
2192,3.1622776601683795,2,7,linear,0.6472849467567062,0.5912655279503106
2193,3.1622776601683795,2,7,poly,0.507314099959366,0.44799430641821947
2194,3.1622776601683795,2,7,rbf,1.0,0.5
2195,3.1622776601683795,2,7,sigmoid,0.5,0.5
2196,3.1622776601683795,2,8,linear,0.6472849467567062,0.5912655279503106
2197,3.1622776601683795,2,8,poly,0.5768012744851428,0.5104425465838509
2198,3.1622776601683795,2,8,rbf,1.0,0.5
2199,3.1622776601683795,2,8,sigmoid,0.5,0.5
2200,3.1622776601683795,2,9,linear,0.6472849467567062,0.5912655279503106
2201,3.1622776601683795,2,9,poly,0.600588223912076,0.4938276397515528
2202,3.1622776601683795,2,9,rbf,1.0,0.5
2203,3.1622776601683795,2,9,sigmoid,0.5,0.5
2204,3.1622776601683795,2,10,linear,0.6472849467567062,0.5912655279503106
2205,3.1622776601683795,2,10,poly,0.572673387382855,0.48121118012422365
2206,3.1622776601683795,2,10,rbf,1.0,0.5
2207,3.1622776601683795,2,10,sigmoid,0.5,0.5
2208,3.1622776601683795,3,auto,linear,0.6472849467567062,0.5912655279503106
2209,3.1622776601683795,3,auto,poly,0.5995111033713227,0.4566511387163561
2210,3.1622776601683795,3,auto,rbf,1.0,0.5020703933747411
2211,3.1622776601683795,3,auto,sigmoid,0.5,0.5
2212,3.1622776601683795,3,scale,linear,0.6472849467567062,0.5912655279503106
2213,3.1622776601683795,3,scale,poly,0.5788329689183,0.558100414078675
2214,3.1622776601683795,3,scale,rbf,0.5767722502789548,0.5642986542443064
2215,3.1622776601683795,3,scale,sigmoid,0.489648033126294,0.5102355072463768
2216,3.1622776601683795,3,1,linear,0.6472849467567062,0.5912655279503106
2217,3.1622776601683795,3,1,poly,0.6441213082822185,0.4939182194616977
2218,3.1622776601683795,3,1,rbf,1.0,0.5
2219,3.1622776601683795,3,1,sigmoid,0.5,0.5
2220,3.1622776601683795,3,2,linear,0.6472849467567062,0.5912655279503106
2221,3.1622776601683795,3,2,poly,0.6441213082822185,0.4939182194616977
2222,3.1622776601683795,3,2,rbf,1.0,0.5
2223,3.1622776601683795,3,2,sigmoid,0.5,0.5
2224,3.1622776601683795,3,3,linear,0.6472849467567062,0.5912655279503106
2225,3.1622776601683795,3,3,poly,0.5996272001960746,0.47697981366459635
2226,3.1622776601683795,3,3,rbf,1.0,0.5
2227,3.1622776601683795,3,3,sigmoid,0.5,0.5
2228,3.1622776601683795,3,4,linear,0.6472849467567062,0.5912655279503106
2229,3.1622776601683795,3,4,poly,0.6441213082822185,0.4939182194616977
2230,3.1622776601683795,3,4,rbf,1.0,0.5
2231,3.1622776601683795,3,4,sigmoid,0.5,0.5
2232,3.1622776601683795,3,5,linear,0.6472849467567062,0.5912655279503106
2233,3.1622776601683795,3,5,poly,0.601600846216856,0.45226449275362324
2234,3.1622776601683795,3,5,rbf,1.0,0.5
2235,3.1622776601683795,3,5,sigmoid,0.5,0.5
2236,3.1622776601683795,3,6,linear,0.6472849467567062,0.5912655279503106
2237,3.1622776601683795,3,6,poly,0.5996272001960746,0.47697981366459635
2238,3.1622776601683795,3,6,rbf,1.0,0.5
2239,3.1622776601683795,3,6,sigmoid,0.5,0.5
2240,3.1622776601683795,3,7,linear,0.6472849467567062,0.5912655279503106
2241,3.1622776601683795,3,7,poly,0.6110079139335539,0.4874741200828157
2242,3.1622776601683795,3,7,rbf,1.0,0.5
2243,3.1622776601683795,3,7,sigmoid,0.5,0.5
2244,3.1622776601683795,3,8,linear,0.6472849467567062,0.5912655279503106
2245,3.1622776601683795,3,8,poly,0.6441213082822185,0.4939182194616977
2246,3.1622776601683795,3,8,rbf,1.0,0.5
2247,3.1622776601683795,3,8,sigmoid,0.5,0.5
2248,3.1622776601683795,3,9,linear,0.6472849467567062,0.5912655279503106
2249,3.1622776601683795,3,9,poly,0.5996755738730546,0.45001293995859215
2250,3.1622776601683795,3,9,rbf,1.0,0.5
2251,3.1622776601683795,3,9,sigmoid,0.5,0.5
2252,3.1622776601683795,3,10,linear,0.6472849467567062,0.5912655279503106
2253,3.1622776601683795,3,10,poly,0.601600846216856,0.45226449275362324
2254,3.1622776601683795,3,10,rbf,1.0,0.5
2255,3.1622776601683795,3,10,sigmoid,0.5,0.5
2256,3.1622776601683795,4,auto,linear,0.6472849467567062,0.5912655279503106
2257,3.1622776601683795,4,auto,poly,0.6223628283766439,0.4462085921325052
2258,3.1622776601683795,4,auto,rbf,1.0,0.5020703933747411
2259,3.1622776601683795,4,auto,sigmoid,0.5,0.5
2260,3.1622776601683795,4,scale,linear,0.6472849467567062,0.5912655279503106
2261,3.1622776601683795,4,scale,poly,0.5757177041207923,0.5498317805383023
2262,3.1622776601683795,4,scale,rbf,0.5767722502789548,0.5642986542443064
2263,3.1622776601683795,4,scale,sigmoid,0.489648033126294,0.5102355072463768
2264,3.1622776601683795,4,1,linear,0.6472849467567062,0.5912655279503106
2265,3.1622776601683795,4,1,poly,0.6202988848255,0.5083721532091098
2266,3.1622776601683795,4,1,rbf,1.0,0.5
2267,3.1622776601683795,4,1,sigmoid,0.5,0.5
2268,3.1622776601683795,4,2,linear,0.6472849467567062,0.5912655279503106
2269,3.1622776601683795,4,2,poly,0.6202988848255,0.5083721532091098
2270,3.1622776601683795,4,2,rbf,1.0,0.5
2271,3.1622776601683795,4,2,sigmoid,0.5,0.5
2272,3.1622776601683795,4,3,linear,0.6472849467567062,0.5912655279503106
2273,3.1622776601683795,4,3,poly,0.6182349412743561,0.5124741200828158
2274,3.1622776601683795,4,3,rbf,1.0,0.5
2275,3.1622776601683795,4,3,sigmoid,0.5,0.5
2276,3.1622776601683795,4,4,linear,0.6472849467567062,0.5912655279503106
2277,3.1622776601683795,4,4,poly,0.6202988848255,0.5083721532091098
2278,3.1622776601683795,4,4,rbf,1.0,0.5
2279,3.1622776601683795,4,4,sigmoid,0.5,0.5
2280,3.1622776601683795,4,5,linear,0.6472849467567062,0.5912655279503106
2281,3.1622776601683795,4,5,poly,0.6130815322200939,0.48119824016563145
2282,3.1622776601683795,4,5,rbf,1.0,0.5
2283,3.1622776601683795,4,5,sigmoid,0.5,0.5
2284,3.1622776601683795,4,6,linear,0.6472849467567062,0.5912655279503106
2285,3.1622776601683795,4,6,poly,0.6182349412743561,0.5124741200828158
2286,3.1622776601683795,4,6,rbf,1.0,0.5
2287,3.1622776601683795,4,6,sigmoid,0.5,0.5
2288,3.1622776601683795,4,7,linear,0.6472849467567062,0.5912655279503106
2289,3.1622776601683795,4,7,poly,0.6337499919377204,0.49381469979296067
2290,3.1622776601683795,4,7,rbf,1.0,0.5
2291,3.1622776601683795,4,7,sigmoid,0.5,0.5
2292,3.1622776601683795,4,8,linear,0.6472849467567062,0.5912655279503106
2293,3.1622776601683795,4,8,poly,0.6202988848255,0.5083721532091098
2294,3.1622776601683795,4,8,rbf,1.0,0.5
2295,3.1622776601683795,4,8,sigmoid,0.5,0.5
2296,3.1622776601683795,4,9,linear,0.6472849467567062,0.5912655279503106
2297,3.1622776601683795,4,9,poly,0.6380004256883574,0.48554606625258795
2298,3.1622776601683795,4,9,rbf,1.0,0.5
2299,3.1622776601683795,4,9,sigmoid,0.5,0.5
2300,3.1622776601683795,4,10,linear,0.6472849467567062,0.5912655279503106
2301,3.1622776601683795,4,10,poly,0.6130815322200939,0.48119824016563145
2302,3.1622776601683795,4,10,rbf,1.0,0.5
2303,3.1622776601683795,4,10,sigmoid,0.5,0.5
2304,10.0,1,auto,linear,0.4792702669581987,0.44394409937888196
2305,10.0,1,auto,poly,0.6836200279922343,0.612021221532091
2306,10.0,1,auto,rbf,1.0,0.5020703933747411
2307,10.0,1,auto,sigmoid,0.5,0.5
2308,10.0,1,scale,linear,0.4792702669581987,0.44394409937888196
2309,10.0,1,scale,poly,0.559131982740272,0.5394280538302277
2310,10.0,1,scale,rbf,0.5923388995310979,0.5767210144927536
2311,10.0,1,scale,sigmoid,0.46163967415491186,0.4770962732919255
2312,10.0,1,1,linear,0.4792702669581987,0.44394409937888196
2313,10.0,1,1,poly,0.4792702669581987,0.44394409937888196
2314,10.0,1,1,rbf,1.0,0.5
2315,10.0,1,1,sigmoid,0.5,0.5
2316,10.0,1,2,linear,0.4792702669581987,0.44394409937888196
2317,10.0,1,2,poly,0.5061757060944383,0.5001164596273292
2318,10.0,1,2,rbf,1.0,0.5
2319,10.0,1,2,sigmoid,0.5,0.5
2320,10.0,1,3,linear,0.4792702669581987,0.44394409937888196
2321,10.0,1,3,poly,0.4418580651819172,0.44610507246376807
2322,10.0,1,3,rbf,1.0,0.5
2323,10.0,1,3,sigmoid,0.5,0.5
2324,10.0,1,4,linear,0.4792702669581987,0.44394409937888196
2325,10.0,1,4,poly,0.44489270718445856,0.4545548654244307
2326,10.0,1,4,rbf,1.0,0.5
2327,10.0,1,4,sigmoid,0.5,0.5
2328,10.0,1,5,linear,0.4792702669581987,0.44394409937888196
2329,10.0,1,5,poly,0.47824152009442544,0.4688017598343685
2330,10.0,1,5,rbf,1.0,0.5
2331,10.0,1,5,sigmoid,0.5,0.5
2332,10.0,1,6,linear,0.4792702669581987,0.44394409937888196
2333,10.0,1,6,poly,0.4937468960223937,0.5311335403726708
2334,10.0,1,6,rbf,1.0,0.5
2335,10.0,1,6,sigmoid,0.5,0.5
2336,10.0,1,7,linear,0.4792702669581987,0.44394409937888196
2337,10.0,1,7,poly,0.4895706352431261,0.45657349896480337
2338,10.0,1,7,rbf,1.0,0.5
2339,10.0,1,7,sigmoid,0.5,0.5
2340,10.0,1,8,linear,0.4792702669581987,0.44394409937888196
2341,10.0,1,8,poly,0.44701147423617965,0.45653467908902695
2342,10.0,1,8,rbf,1.0,0.5
2343,10.0,1,8,sigmoid,0.5,0.5
2344,10.0,1,9,linear,0.4792702669581987,0.44394409937888196
2345,10.0,1,9,poly,0.48652309359339024,0.5063276397515528
2346,10.0,1,9,rbf,1.0,0.5
2347,10.0,1,9,sigmoid,0.5,0.5
2348,10.0,1,10,linear,0.4792702669581987,0.44394409937888196
2349,10.0,1,10,poly,0.494794992356959,0.504205486542443
2350,10.0,1,10,rbf,1.0,0.5
2351,10.0,1,10,sigmoid,0.5,0.5
2352,10.0,2,auto,linear,0.4792702669581987,0.44394409937888196
2353,10.0,2,auto,poly,0.5455873531858904,0.4462732919254659
2354,10.0,2,auto,rbf,1.0,0.5020703933747411
2355,10.0,2,auto,sigmoid,0.5,0.5
2356,10.0,2,scale,linear,0.4792702669581987,0.44394409937888196
2357,10.0,2,scale,poly,0.5892107350863953,0.5746765010351966
2358,10.0,2,scale,rbf,0.5923388995310979,0.5767210144927536
2359,10.0,2,scale,sigmoid,0.46163967415491186,0.4770962732919255
2360,10.0,2,1,linear,0.4792702669581987,0.44394409937888196
2361,10.0,2,1,poly,0.5768012744851428,0.5104425465838509
2362,10.0,2,1,rbf,1.0,0.5
2363,10.0,2,1,sigmoid,0.5,0.5
2364,10.0,2,2,linear,0.4792702669581987,0.44394409937888196
2365,10.0,2,2,poly,0.5768012744851428,0.5104425465838509
2366,10.0,2,2,rbf,1.0,0.5
2367,10.0,2,2,sigmoid,0.5,0.5
2368,10.0,2,3,linear,0.4792702669581987,0.44394409937888196
2369,10.0,2,3,poly,0.5165760466451242,0.45432194616977223
2370,10.0,2,3,rbf,1.0,0.5
2371,10.0,2,3,sigmoid,0.5,0.5
2372,10.0,2,4,linear,0.4792702669581987,0.44394409937888196
2373,10.0,2,4,poly,0.5768012744851428,0.5104425465838509
2374,10.0,2,4,rbf,1.0,0.5
2375,10.0,2,4,sigmoid,0.5,0.5
2376,10.0,2,5,linear,0.4792702669581987,0.44394409937888196
2377,10.0,2,5,poly,0.572673387382855,0.48121118012422365
2378,10.0,2,5,rbf,1.0,0.5
2379,10.0,2,5,sigmoid,0.5,0.5
2380,10.0,2,6,linear,0.4792702669581987,0.44394409937888196
2381,10.0,2,6,poly,0.5165760466451242,0.45432194616977223
2382,10.0,2,6,rbf,1.0,0.5
2383,10.0,2,6,sigmoid,0.5,0.5
2384,10.0,2,7,linear,0.4792702669581987,0.44394409937888196
2385,10.0,2,7,poly,0.507314099959366,0.44799430641821947
2386,10.0,2,7,rbf,1.0,0.5
2387,10.0,2,7,sigmoid,0.5,0.5
2388,10.0,2,8,linear,0.4792702669581987,0.44394409937888196
2389,10.0,2,8,poly,0.5768012744851428,0.5104425465838509
2390,10.0,2,8,rbf,1.0,0.5
2391,10.0,2,8,sigmoid,0.5,0.5
2392,10.0,2,9,linear,0.4792702669581987,0.44394409937888196
2393,10.0,2,9,poly,0.600588223912076,0.4938276397515528
2394,10.0,2,9,rbf,1.0,0.5
2395,10.0,2,9,sigmoid,0.5,0.5
2396,10.0,2,10,linear,0.4792702669581987,0.44394409937888196
2397,10.0,2,10,poly,0.572673387382855,0.48121118012422365
2398,10.0,2,10,rbf,1.0,0.5
2399,10.0,2,10,sigmoid,0.5,0.5
2400,10.0,3,auto,linear,0.4792702669581987,0.44394409937888196
2401,10.0,3,auto,poly,0.5995111033713227,0.4566511387163561
2402,10.0,3,auto,rbf,1.0,0.5020703933747411
2403,10.0,3,auto,sigmoid,0.5,0.5
2404,10.0,3,scale,linear,0.4792702669581987,0.44394409937888196
2405,10.0,3,scale,poly,0.5892075101745967,0.5725931677018633
2406,10.0,3,scale,rbf,0.5923388995310979,0.5767210144927536
2407,10.0,3,scale,sigmoid,0.46163967415491186,0.4770962732919255
2408,10.0,3,1,linear,0.4792702669581987,0.44394409937888196
2409,10.0,3,1,poly,0.6441213082822185,0.4939182194616977
2410,10.0,3,1,rbf,1.0,0.5
2411,10.0,3,1,sigmoid,0.5,0.5
2412,10.0,3,2,linear,0.4792702669581987,0.44394409937888196
2413,10.0,3,2,poly,0.6441213082822185,0.4939182194616977
2414,10.0,3,2,rbf,1.0,0.5
2415,10.0,3,2,sigmoid,0.5,0.5
2416,10.0,3,3,linear,0.4792702669581987,0.44394409937888196
2417,10.0,3,3,poly,0.5996272001960746,0.47697981366459635
2418,10.0,3,3,rbf,1.0,0.5
2419,10.0,3,3,sigmoid,0.5,0.5
2420,10.0,3,4,linear,0.4792702669581987,0.44394409937888196
2421,10.0,3,4,poly,0.6441213082822185,0.4939182194616977
2422,10.0,3,4,rbf,1.0,0.5
2423,10.0,3,4,sigmoid,0.5,0.5
2424,10.0,3,5,linear,0.4792702669581987,0.44394409937888196
2425,10.0,3,5,poly,0.601600846216856,0.45226449275362324
2426,10.0,3,5,rbf,1.0,0.5
2427,10.0,3,5,sigmoid,0.5,0.5
2428,10.0,3,6,linear,0.4792702669581987,0.44394409937888196
2429,10.0,3,6,poly,0.5996272001960746,0.47697981366459635
2430,10.0,3,6,rbf,1.0,0.5
2431,10.0,3,6,sigmoid,0.5,0.5
2432,10.0,3,7,linear,0.4792702669581987,0.44394409937888196
2433,10.0,3,7,poly,0.6110079139335539,0.4874741200828157
2434,10.0,3,7,rbf,1.0,0.5
2435,10.0,3,7,sigmoid,0.5,0.5
2436,10.0,3,8,linear,0.4792702669581987,0.44394409937888196
2437,10.0,3,8,poly,0.6441213082822185,0.4939182194616977
2438,10.0,3,8,rbf,1.0,0.5
2439,10.0,3,8,sigmoid,0.5,0.5
2440,10.0,3,9,linear,0.4792702669581987,0.44394409937888196
2441,10.0,3,9,poly,0.5996755738730546,0.45001293995859215
2442,10.0,3,9,rbf,1.0,0.5
2443,10.0,3,9,sigmoid,0.5,0.5
2444,10.0,3,10,linear,0.4792702669581987,0.44394409937888196
2445,10.0,3,10,poly,0.601600846216856,0.45226449275362324
2446,10.0,3,10,rbf,1.0,0.5
2447,10.0,3,10,sigmoid,0.5,0.5
2448,10.0,4,auto,linear,0.4792702669581987,0.44394409937888196
2449,10.0,4,auto,poly,0.6223628283766439,0.4462085921325052
2450,10.0,4,auto,rbf,1.0,0.5020703933747411
2451,10.0,4,auto,sigmoid,0.5,0.5
2452,10.0,4,scale,linear,0.4792702669581987,0.44394409937888196
2453,10.0,4,scale,poly,0.5860922453770888,0.5746765010351966
2454,10.0,4,scale,rbf,0.5923388995310979,0.5767210144927536
2455,10.0,4,scale,sigmoid,0.46163967415491186,0.4770962732919255
2456,10.0,4,1,linear,0.4792702669581987,0.44394409937888196
2457,10.0,4,1,poly,0.6202988848255,0.5083721532091098
2458,10.0,4,1,rbf,1.0,0.5
2459,10.0,4,1,sigmoid,0.5,0.5
2460,10.0,4,2,linear,0.4792702669581987,0.44394409937888196
2461,10.0,4,2,poly,0.6202988848255,0.5083721532091098
2462,10.0,4,2,rbf,1.0,0.5
2463,10.0,4,2,sigmoid,0.5,0.5
2464,10.0,4,3,linear,0.4792702669581987,0.44394409937888196
2465,10.0,4,3,poly,0.6182349412743561,0.5124741200828158
2466,10.0,4,3,rbf,1.0,0.5
